Date,Yield on U.S. 10 Year Government Bond - %,S&P 500,NASDAQ 100,Bloomberg Dollar Index,Gold Price (Oz.) - USD,M2 Money Supply - USD Trillions
2019-11-04,1.777,3078.27,8210.66,1197.79,1468.48,15.2194
2019-11-05,1.8584,3074.62,8210.18,1200.72,1459,15.2194
2019-11-06,1.8283,3076.78,8196.03,1200.88,1455.86,15.2194
2019-11-07,1.9173,3085.18,8219.65,1202.09,1456.32,15.2194
2019-11-08,1.9417,3093.08,8255.89,1204.33,1463.58,15.2194
2019-11-11,1.9417,3087.01,8241.91,1203.13,1471.4,15.2269
2019-11-12,1.9347,3091.84,8263.79,1205.4,1468.21,15.2269
2019-11-13,1.886,3094.04,8259.81,1205.92,1471.51,15.2269
2019-11-14,1.8186,3096.63,8257.83,1204.51,1472.46,15.2269
2019-11-15,1.8308,3120.46,8315.52,1202.19,1471.61,15.2269
2019-11-18,1.8153,3122.03,8328.48,1201.46,1464.41,15.2594
2019-11-19,1.7826,3120.18,8338.74,1202.4,1461.93,15.2594
2019-11-20,1.7449,3108.46,8283.75,1204.25,1455.26,15.2594
2019-11-21,1.7723,3103.54,8265.62,1204.52,1461.39,15.2594
2019-11-22,1.7706,3110.29,8272.05,1206.87,1454.44,15.2594
2019-11-25,1.7551,3133.64,8371.93,1207.44,1456.27,15.2911
2019-11-26,1.7414,3140.52,8385.75,1207.51,1463.98,15.2911
2019-11-27,1.7654,3153.63,8444.71,1209.45,1462.44,15.2911
2019-11-28,1.7654,3153.63,8444.71,1209.54,1477.61,15.2911
2019-11-29,1.7758,3140.98,8403.69,1209.03,1474.59,15.2911
2019-12-02,1.8189,3113.87,8309.26,1205,1476,15.2906
2019-12-03,1.7157,3093.2,8254.74,1203.85,1460.17,15.2906
2019-12-04,1.774,3112.76,8296.53,1201.49,1461.68,15.2906
2019-12-05,1.8103,3117.43,8308.4,1199.14,1464.39,15.2906
2019-12-06,1.8363,3145.91,8397.37,1200.66,1474.88,15.2906
2019-12-09,1.819,3135.96,8362.74,1199.83,1469.8,15.2718
2019-12-10,1.8416,3132.52,8354.29,1198.76,1476.33,15.2718
2019-12-11,1.7914,3141.63,8402.61,1194.64,1476.18,15.2718
2019-12-12,1.8922,3168.57,8466.9,1194.91,1476.22,15.2718
2019-12-13,1.8226,3168.8,8487.71,1194.67,1475.4,15.2718
2019-12-16,1.8713,3191.45,8570.33,1192.65,1478.8,15.3271
2019-12-17,1.8801,3192.52,8575.7,1194.79,1478.22,15.3271
2019-12-18,1.9169,3191.14,8580.62,1195.92,1485.79,15.3271
2019-12-19,1.9204,3205.37,8641.29,1195.25,1499.41,15.3271
2019-12-20,1.9171,3221.22,8678.49,1197.51,1499.84,15.3271
2019-12-23,1.9294,3224.01,8696.01,1197.54,1511.53,15.3378
2019-12-24,1.8996,3223.38,8699.51,1198.09,1510.56,15.3378
2019-12-25,1.8996,3223.38,8699.51,1198.09,1510.56,15.3378
2019-12-26,1.8944,3239.91,8778.31,1196.29,1515.16,15.3378
2019-12-27,1.8752,3240.02,8770.98,1191.18,1517.27,15.3378
2019-12-30,1.8788,3221.29,8709.73,1188.66,1517.29,15.3462
2019-12-31,1.9175,3230.78,8733.07,1184.83,1529.13,15.3462
2020-01-01,1.9175,3230.78,8733.07,1184.83,1529.13,15.3462
2020-01-02,1.8771,3257.85,8872.22,1187.69,1552.2,15.3462
2020-01-03,1.7881,3234.85,8793.9,1189.29,1565.74,15.3462
2020-01-06,1.809,3246.28,8848.52,1187.15,1574.37,15.3514
2020-01-07,1.8177,3237.18,8846.45,1190.61,1556.42,15.3514
2020-01-08,1.8738,3253.05,8912.37,1192.53,1552.32,15.3514
2020-01-09,1.8545,3274.7,8989.63,1194.19,1562.34,15.3514
2020-01-10,1.8196,3265.35,8966.64,1192.58,1547.88,15.3514
2020-01-13,1.8459,3288.13,9070.65,1192.76,1546.39,15.377
2020-01-14,1.8109,3283.15,9033.42,1192.83,1556.25,15.377
2020-01-15,1.783,3289.29,9035.67,1191.5,1552.51,15.377
2020-01-16,1.8074,3316.81,9125,1191.98,1557.24,15.377
2020-01-17,1.8215,3329.62,9173.73,1194.14,1560.77,15.377
2020-01-20,1.8215,3329.62,9173.73,1193.77,1558.17,15.4404
2020-01-21,1.7743,3320.79,9166.63,1195.2,1558.78,15.4404
2020-01-22,1.7691,3321.75,9188.58,1194.02,1562.94,15.4404
2020-01-23,1.7325,3325.54,9216.98,1195.68,1571.53,15.4404
2020-01-24,1.6839,3295.47,9141.47,1197.3,1582.06,15.4404
2020-01-27,1.608,3243.63,8952.18,1199.6,1567.17,15.4737
2020-01-28,1.6562,3276.24,9090.93,1198.97,1576.83,15.4737
2020-01-29,1.5839,3273.4,9101.61,1199.74,1574.28,15.4737
2020-01-30,1.5856,3283.66,9136.09,1198.73,1589.16,15.4737
2020-01-31,1.5068,3225.52,8991.51,1195.91,1576.73,15.4737
2020-02-03,1.5272,3248.92,9126.23,1200.13,1552.92,15.4681
2020-02-04,1.5991,3297.59,9334.06,1199.68,1556.02,15.4681
2020-02-05,1.6508,3334.69,9367.48,1202.11,1566.66,15.4681
2020-02-06,1.6422,3345.78,9445.92,1204.45,1570.44,15.4681
2020-02-07,1.5834,3327.71,9401.1,1207.52,1572.15,15.4681
2020-02-10,1.5696,3352.09,9516.84,1207.78,1567.89,15.4844
2020-02-11,1.6006,3357.75,9517.86,1205.81,1566.06,15.4844
2020-02-12,1.6333,3379.45,9613.2,1207.21,1576,15.4844
2020-02-13,1.6173,3373.94,9595.7,1207.36,1584.06,15.4844
2020-02-14,1.5848,3380.16,9623.58,1207.26,1581.13,15.4844
2020-02-17,1.5848,3380.16,9623.58,1207.83,1601.61,15.5062
2020-02-18,1.561,3370.29,9629.8,1210.43,1611.7,15.5062
2020-02-19,1.5661,3386.15,9718.73,1212.79,1619.56,15.5062
2020-02-20,1.5152,3373.23,9627.83,1218.51,1643.41,15.5062
2020-02-21,1.4713,3337.75,9446.69,1214.22,1659.38,15.5062
2020-02-24,1.3705,3225.89,9079.63,1215.7,1635.14,15.5083
2020-02-25,1.3521,3128.21,8834.87,1213.01,1640.96,15.5083
2020-02-26,1.3371,3116.39,8873.76,1215.29,1645.01,15.5083
2020-02-27,1.2607,2978.76,8436.67,1211.76,1585.69,15.5083
2020-02-28,1.1486,2954.22,8461.83,1209.53,1589.44,15.5083
2020-03-02,1.1632,3090.23,8877.98,1204.88,1640.9,15.5982
2020-03-03,0.999,3003.37,8594.49,1200.15,1636.93,15.5982
2020-03-04,1.0522,3130.12,8949.28,1202.07,1672.23,15.5982
2020-03-05,0.912,3023.94,8671.66,1197.61,1673.83,15.5982
2020-03-06,0.7623,2972.37,8530.34,1193.99,1680.47,15.5982
2020-03-09,0.5407,2746.56,7948.03,1190.98,1649.4,15.6649
2020-03-10,0.803,2882.23,8372.27,1204.63,1635.04,15.6649
2020-03-11,0.8695,2741.38,8006.12,1207.4,1576.15,15.6649
2020-03-12,0.8042,2480.64,7263.65,1220.47,1529.83,15.6649
2020-03-13,0.9603,2711.02,7995.26,1233.84,1514.1,15.6649
2020-03-16,0.7182,2386.13,7020.38,1236.52,1528.3,15.8345
2020-03-17,1.0784,2529.19,7473.95,1253.69,1486.05,15.8345
2020-03-18,1.1915,2398.1,7175.18,1274.08,1471.24,15.8345
2020-03-19,1.1404,2409.39,7288.52,1291.54,1498.65,15.8345
2020-03-20,0.8454,2304.92,6994.29,1292.45,1553.23,15.8345
2020-03-23,0.7863,2237.4,7006.92,1297.08,1632.32,16.2705
2020-03-24,0.8466,2447.33,7553.83,1287.74,1616.9,16.2705
2020-03-25,0.8673,2475.56,7469.62,1272.55,1631.34,16.2705
2020-03-26,0.8447,2630.07,7897.13,1248.33,1628.16,16.2705
2020-03-27,0.6746,2541.47,7588.37,1240.01,1622.51,16.2705
2020-03-30,0.7264,2626.65,7889.01,1248.87,1577.18,16.6661
2020-03-31,0.6695,2584.59,7813.5,1246.97,1591.51,16.6661
2020-04-01,0.5832,2470.5,7486.29,1255.79,1613.99,16.6661
2020-04-02,0.597,2526.9,7635.66,1260.84,1620.81,16.6661
2020-04-03,0.5948,2488.65,7528.11,1268.28,1660.97,16.6661
2020-04-06,0.6698,2663.68,8081.66,1267.71,1647.72,16.7451
2020-04-07,0.7122,2659.41,8049.31,1255.7,1646.14,16.7451
2020-04-08,0.7722,2749.98,8229.54,1257.04,1683.73,16.7451
2020-04-09,0.7191,2789.82,8238.53,1247.48,1696.65,16.7451
2020-04-10,0.7191,2789.82,8238.53,1247.48,1696.65,16.7451
2020-04-13,0.7713,2761.63,8332.74,1244.66,1715.34,16.8702
2020-04-14,0.752,2846.06,8692.16,1238.54,1726.97,16.8702
2020-04-15,0.6316,2783.36,8591.96,1250.1,1717.03,16.8702
2020-04-16,0.6267,2799.55,8757.83,1255.19,1717.7,16.8702
2020-04-17,0.6417,2874.56,8832.41,1249.26,1682.82,16.8702
2020-04-20,0.6053,2823.16,8726.51,1253.97,1695.65,17.0766
2020-04-21,0.5691,2736.56,8403,1258.46,1686.2,17.0766
2020-04-22,0.619,2799.31,8664.64,1260.3,1714.08,17.0766
2020-04-23,0.6015,2797.8,8641.5,1260.91,1730.51,17.0766
2020-04-24,0.6008,2836.74,8786.6,1260.89,1729.6,17.0766
2020-04-27,0.6605,2878.48,8837.66,1255.72,1713.99,17.4066
2020-04-28,0.6129,2863.39,8677.6,1251.78,1707.79,17.4066
2020-04-29,0.6269,2939.51,8982.76,1244.39,1713.41,17.4066
2020-04-30,0.6393,2912.43,9000.51,1242.5,1686.5,17.4066
2020-05-01,0.6118,2830.71,8718.18,1247.26,1700.42,17.4066
2020-05-04,0.6336,2842.74,8834.11,1249.26,1702.07,17.6001
2020-05-05,0.6619,2868.44,8930.62,1249.71,1705.92,17.6001
2020-05-06,0.703,2848.42,8984.86,1255.79,1685.71,17.6001
2020-05-07,0.6409,2881.19,9101.88,1250.22,1716.06,17.6001
2020-05-08,0.6831,2929.8,9220.35,1246.86,1702.7,17.6001
2020-05-11,0.7099,2930.32,9298.92,1252.51,1697.93,17.8194
2020-05-12,0.6651,2870.12,9112.45,1253.33,1702.7,17.8194
2020-05-13,0.6525,2820,9000.08,1255.64,1716.28,17.8194
2020-05-14,0.6218,2852.5,9094.43,1253.98,1730.3,17.8194
2020-05-15,0.6428,2863.7,9152.64,1256.95,1743.67,17.8194
2020-05-18,0.7257,2953.91,9331.93,1248.17,1732.55,17.9097
2020-05-19,0.6882,2922.94,9298.55,1246.66,1745.05,17.9097
2020-05-20,0.6801,2971.61,9485.02,1240.49,1748.18,17.9097
2020-05-21,0.672,2948.51,9377.99,1241.8,1727,17.9097
2020-05-22,0.6591,2955.45,9413.99,1244.95,1734.68,17.9097
2020-05-25,0.6591,2955.45,9413.99,1244.11,1731.95,17.9386
2020-05-26,0.6965,2991.77,9389.98,1233.32,1710.58,17.9386
2020-05-27,0.6819,3036.13,9442.05,1234.65,1709.47,17.9386
2020-05-28,0.69,3029.73,9416.71,1230.34,1718.33,17.9386
2020-05-29,0.6526,3044.31,9555.52,1228.11,1730.27,17.9386
2020-06-01,0.6591,3055.73,9598.89,1220.02,1739.55,17.9734
2020-06-02,0.6852,3080.82,9657.31,1216.95,1727.7,17.9734
2020-06-03,0.7458,3122.87,9704.69,1213.28,1699.67,17.9734
2020-06-04,0.8234,3112.35,9629.66,1211.31,1714.01,17.9734
2020-06-05,0.8951,3193.93,9824.39,1209.82,1685.06,17.9734
2020-06-08,0.8752,3232.39,9901.52,1204,1698.53,18.0628
2020-06-09,0.8253,3207.18,9967.17,1204.53,1715.33,18.0628
2020-06-10,0.7263,3190.14,10094.26,1199.09,1738.7,18.0628
2020-06-11,0.669,3002.1,9588.48,1213.6,1727.7,18.0628
2020-06-12,0.7034,3041.31,9663.77,1214.59,1730.75,18.0628
2020-06-15,0.7215,3066.59,9776.89,1210.63,1725.16,18.1391
2020-06-16,0.7528,3124.74,9949.37,1213.7,1726.53,18.1391
2020-06-17,0.738,3113.49,9982.48,1214.15,1726.95,18.1391
2020-06-18,0.7084,3115.34,10012.05,1219.86,1722.93,18.1391
2020-06-19,0.6937,3097.74,10008.64,1220.01,1743.87,18.1391
2020-06-22,0.7085,3117.86,10130.33,1214.01,1754.43,18.2374
2020-06-23,0.7118,3131.29,10209.82,1210.49,1768.41,18.2374
2020-06-24,0.679,3050.33,10002.7,1217.33,1761.17,18.2374
2020-06-25,0.6856,3083.76,10101.83,1217.95,1763.79,18.2374
2020-06-26,0.6413,3009.05,9849.36,1221.35,1771.29,18.2374
2020-06-29,0.6234,3053.24,9961.16,1222.66,1772.82,18.2335
2020-06-30,0.6561,3100.29,10156.85,1219.78,1780.96,18.2335
2020-07-01,0.6758,3115.86,10279.25,1216,1770.09,18.2335
2020-07-02,0.6693,3130.01,10341.89,1215.09,1775.38,18.2335
2020-07-03,0.6693,3130.01,10341.89,1213.35,1775.95,18.2335
2020-07-06,0.6759,3179.72,10604.06,1209.39,1784.68,18.3259
2020-07-07,0.6397,3145.32,10524.01,1214.12,1794.86,18.3259
2020-07-08,0.6644,3169.94,10666.7,1208.37,1808.89,18.3259
2020-07-09,0.6135,3152.05,10754.59,1210.8,1803.55,18.3259
2020-07-10,0.6447,3185.04,10836.33,1209.3,1798.7,18.3259
2020-07-13,0.6184,3155.22,10602.21,1210.44,1802.76,18.3884
2020-07-14,0.6233,3197.52,10689.52,1207.73,1809.36,18.3884
2020-07-15,0.6299,3226.56,10701.68,1203.84,1810.29,18.3884
2020-07-16,0.6168,3215.57,10626.46,1207.69,1797.16,18.3884
2020-07-17,0.6266,3224.73,10645.22,1204.75,1810.42,18.3884
2020-07-20,0.6102,3251.84,10952.08,1202.97,1817.77,18.3183
2020-07-21,0.6004,3257.3,10833.07,1195.3,1841.91,18.3183
2020-07-22,0.5971,3276.02,10870.75,1193.43,1871.41,18.3183
2020-07-23,0.5774,3235.66,10580.59,1193.61,1887.44,18.3183
2020-07-24,0.5888,3215.63,10483.13,1188.82,1902.02,18.3183
2020-07-27,0.6151,3239.41,10674.38,1180.47,1942.24,18.3183
2020-07-28,0.579,3218.44,10532.5,1180.26,1958.43,18.3183
2020-07-29,0.5741,3258.44,10662.98,1176.48,1970.79,18.3183
2020-07-30,0.5462,3246.22,10715.51,1174.3,1956.64,18.3183
2020-07-31,0.5282,3271.12,10905.88,1179.02,1975.86,18.3183
2020-08-03,0.5543,3294.61,11055.08,1182.01,1976.98,18.3183
2020-08-04,0.5069,3306.51,11096.54,1179.54,2019.21,18.3183
2020-08-05,0.5477,3327.77,11125.44,1173.73,2038.12,18.3183
2020-08-06,0.5362,3349.16,11267.08,1172.95,2063.54,18.3183
2020-08-07,0.564,3351.28,11139.39,1179.07,2035.55,18.3183
